SRA_run_accession,ZfPV,zpico,zpoxv,reads
ERR1857735,,,,2503360
SRR19364717,,,,60040846
SRR18042676,,,,17401543
ERR1426828,,,,642915
SRR12712226,,,,54832032
SRR998918,,,,3559986
ERR659842,,,,1836596
SRR21120217,,,,53993301
SRR7749249,,,,2174174
ERR959159,,,,21912
ERR1692476,,,,1133230
ERR1889452,,,,2905
SRR6654895,,,,401362
ERR1888271,,,,658763
ERR960440,,,,6
SRR1872867,,,,317956
SRR1872642,,,,165074
ERR492299,,,,1104624
SRR7749247,,,,2463360
ERR1427415,,,,149793
SRR1872673,,,,135448
SRR6890883,,,,30707455
ERR1099448,,,,633241
SRR8928846,,,,4943658
ERR960204,,,,10969
ERR1203498,,,,932909
SRR8293710,,12.0,,22340268
SRR14075702,,136.0,,21143624
ERR1373543,,,,772357
SRR13565182,,,,27163346
ERR1692501,,,,1320885
SRR1872744,,,,243676
ERR1730549,,,,647565
ERR1205271,,,,7381
SRR10070745,,,,1106971
SRR6176743,,,,15000263
ERR1108810,,,,563640
ERR1216411,,,,558003
SRR11267529,,,,18461051
ERR1124769,,,,219927
ERR1374193,,,,396
SRR7751618,,,,15085134
ERR1888943,,,,175808
SRR7664342,2.0,,,21714037
ERR477375,,,,2955209
SRR10887455,,,,551675
ERR1888934,,,,400548
SRR1872601,,,,107
ERR780057,,,,1693034
ERR780100,,,,2577377
SRR9610834,1.0,,,15002709
SRR13519932,,,,49884826
SRR15712670,,,,74193
SRR2417496,,,,18793507
SRR6469593,,,,1096015
ERR1442785,,,,1436510
SRR12492979,,,,28137631
ERR2154666,,,,187974
ERR492333,,,,1702658
SRR1062510,,,,3126666
ERR1408792,,,,33749
SRR6654422,,,,991
ERR1730601,,,,1696671
SRR5947670,1.0,,,6292967
SRR10312412,,,,16395636
SRR9207186,,,,10874184
SRR9622333,,,,398948
SRR3381825,4.0,,651.0,4014281
ERR659843,,,,2335310
SRR14270299,,,,4646133
ERR659930,,,,1755722
SRR11302643,,,,272694
SRR6327866,,16.0,,28655049
SRR11303119,,,,376676
SRR1555522,,,,1951130
SRR13938351,,,,3920360
ERR582947,,,,99906
SRR2968444,,,,4780274
SRR6655160,,,,980032
SRR12005395,,,,25497827
ERR1122706,,,,1047873
ERR1821566,,,,2090342
SRR12998963,,,,44760060
SRR372790,,,,32415262
SRR6469227,,,,1337817
SRR3932173,,,,8279668
SRR1872029,,,,46
ERR1889741,,,,631025
SRR6257753,,,,32730241
SRR6655261,,,,296691
SRR11090013,,2.0,,2687605
ERR659776,,,,1923979
ERR830308,,,,1383807
ERR1416140,,,,844461
SRR7535411,,,,23763364
SRR15626536,,,,29060477
ERR303224,,,,10494969
SRR7905373,,,,874692
SRR8552562,,,,10759467
ERR667566,,,,1643042
SRR13972083,,,,17656595
SRR11874814,,,,4511358
ERR1216068,,,,793391
SRR15910149,31.0,,,22675935
ERR755712,,,,1762358
SRR8383260,,,,7552572
ERR998319,,,,737785
SRR11302939,,,,147280
SRR13181522,,,,16860432
ERR1374195,,,,445
SRR1010329,,,,14183
SRR8106261,,,,110352
SRR11874791,,,,6918647
SRR5379364,,,,18042591
SRR13181517,,,,22163050
SRR6176688,,,,23544718
ERR1252051,,,,1190304
SRR1872757,,,,149702
SRR7264569,,,,2080
ERR1410190,,,,1245700
ERR1204241,,,,927384
SRR9211486,,,,25333054
ERR1395949,,,,55242
ERR2723746,,,,514588
SRR10070675,,,,895622
SRR835162,,,,889926
ERR1442607,,,,1393108
ERR1888388,,,,238437
ERR1426999,,,,164885
SRR8787758,,,,909256
SRR1821802,,2.0,,49429160
ERR960035,,,,46592
SRR8833705,,,,15950041
SRR7268831,,,,9612033
SRR10323912,,,,18158214
ERR1215886,,,,350402
SRR6469003,,,,896669
ERR340711,,,,7271697
SRR6654963,,,,327723
SRR1188157,,,,11990642
SRR13697042,,,,8710318
ERR1692529,,,,1183568
SRR11303158,,,,145447
ERR759386,,,,1516490
SRR17499128,,,,19076784
SRR5398207,,,,9357756
ERR780291,,,,2507137
ERR1216542,,,,512164
SRR14551646,,,,8035526
SRR3231345,,,,20430
ERR1857964,,,,2477473
SRR14373546,,,,178752
SRR20869086,,,,10487887
SRR1565819,,164.0,,52055633
SRR2239181,,,,14923702
ERR999381,,,,9517
SRR1562533,,,,37823881
SRR9622328,,,,11600438
ERR1475502,,,,1106793
SRR7268956,,,,9878111
SRR8106612,,,,845250
ERR1692466,,,,1582075
SRR10151847,,,,1957949
SRR11303078,,,,149486
ERR998427,,,,797838
SRR10887454,,,,562012
SRR10151879,,,,217161
SRR12774401,,,,74508
ERR959495,,,,65733
SRR13706209,,,,19229763
SRR392968,,,,14
ERR780086,,,,2321739
ERR1757718,,,,1433118
ERR960481,,,,3893
ERR1891685,,,,5206211
ERR963210,,,,367905
ERR689795,,,,2419706
SRR6468931,,,,805499
ERR1427056,,,,953684
ERR1204483,,,,576461
SRR11922998,,,,16213808
ERR1432011,,,,420023
SRR17630967,,,,73648557
SRR12194969,,,,3102
ERR1427154,,,,451009
SRR9849216,2.0,,,29103988
SRR16573986,,,,181518895
SRR5382020,,,,15991202
SRR6468823,,,,654653
ERR998216,,,,669957
SRR797913,,,,32670461
SRR6469725,,,,1205705
ERR1889634,,,,1305444
SRR10126178,,,,332418
SRR1872081,,,,345586
ERR232291,,,,353298
SRR6250094,,,,106124
ERR1821695,,,,1829933
ERR1395865,,,,8656
ERR1407658,,,,615697
ERR1124439,,,,1664481
SRR5921082,,,,52985269
ERR1427275,,,,162216
ERR667440,,,,684749
SRR12614071,18.0,2.0,,21313660
SRR10990421,,,,43176446
ERR1888974,,,,1332831
ERR1888337,,,,1418
ERR1730603,,,,1679490
SRR1872142,,,,171760
SRR11302825,,,,180145
SRR7008282,,,,1759696
SRR2222835,,,,22692350
SRR3231266,,,,74110
SRR6020346,,,,106
ERR999565,,,,565508
ERR1889764,,,,560952
ERR1396842,,,,66863
SRR1872906,,,,578760
ERR1373666,,,,962767
SRR3166948,,,,85590
ERR1540897,,,,3629215
SRR1871942,,,,47730
SRR797909,,,,42111860
SRR13938391,,,1.0,4468018
SRR9974570,,,,30152802
SRR1554485,,,,45536
ERR582905,,,,90208
SRR10753191,,,,1519926
ERR2723264,,,,588335
SRR1872620,,,,158325
ERR518006,,,,3002383
SRR8948495,,,,18801518
ERR1204371,,,,322428
ERR659955,,,,1702084
SRR1872924,,,,506617
SRR8244107,,,,18421257
SRR5666982,,,,10196544
SRR11577255,,,,17629456
ERR968071,,,,23285
SRR1872080,,,,106484
ERR3446756,,,,4989812
SRR11302940,,,,263311
DRR162536,,,,5100915
SRR7888759,8.0,,,31358963
SRR10887597,,,,143661
ERR2723202,,,,464749
ERR1757476,,,,1521260
ERR716756,,,,1820240
SRR10151671,,,,884030
SRR16098000,,,,255423993
SRR6654808,,,,397505
ERR959718,,,,39211
SRR6654964,,,,902748
DRR162491,,,,2806111
SRR11590438,,,,26504833
SRR3381770,,,1467.0,4400312
SRR1872883,,,,368840
SRR11206294,,,,10323116
SRR12142001,,,,12696636
SRR10038905,,,,45784839
SRR7292723,,,,71976466
SRR11185420,,,2.0,15393772
ERR1373510,,,,708612
SRR7789548,,,,1996759
ERR854849,,,,914525
ERR1888149,,,,105430
SRR16299297,,,,505711
ERR1891724,,,,5408872
ERR1108166,,,,916775
ERR871494,,,,574
SRR21034907,,,,19610012
SRR10126061,,,,437669
SRR15049565,,,,23401927
SRR6890856,,,,47044842
ERR2402422,,,,30770719
SRR10916817,,,,26259521
SRR1555526,,,,833277
SRR1265765,,,,40380
ERR1374405,,,,2720
ERR1889657,,,,3501343
SRR7410360,,,,12747308
SRR11302414,,,,460651
SRR7292741,,,,31769354
SRR13076825,,,,9483160
SRR18927002,,,,46243361
SRR13780554,,,,23965349
ERR1475483,,,,1034672
ERR1821744,,,,2033443
SRR6250147,,,,549908
SRR11427418,,,,29864213
SRR8106635,,,,890662
SRR1872863,,,,154177
SRR12874647,,,,15931801
ERR1107929,,,,694557
ERR1395941,,,,1688716
ERR1204628,,,,4878
ERR1397069,,,,1680450
SRR9707995,,,,10147133
ERR1621605,,,,581742
ERR999361,,,,8808
ERR1821552,,,,2015142
ERR1251904,,,,958399
SRR9312970,,,,12417313
SRR6793270,,,,21357243
ERR716880,,,,1752048
SRR2567893,,,,8477417
SRR13565172,,,,25454863
ERR780075,,,,1663512
ERR1757438,2.0,,,1775697
SRR6655130,,,,2125323
ERR1216445,,,,743022
ERR1888571,,,,226792
ERR1407714,,,,776281
ERR853643,,,,900925
ERR1124920,,,,973172
ERR2723699,,,,509892
ERR1889771,,,,621659
ERR854829,,,,1205677
ERR830363,,,,1434797
SRR14217719,,,,25106677
SRR12371367,,,,19391801
ERR853664,,,,868888
SRR11785637,,,,8332760
ERR1889258,,,,2373598
ERR871427,,,,2308070
SRR1062199,,,,3543660
ERR998309,,,,697739
SRR1871998,,,,366
SRR12661784,,,,8947882
ERR1857936,,,,2442936
SRR6334839,,,,77182289
ERR959494,,,,87247
ERR525416,,,,2882690
SRR13297046,,,,12312794
ERR1216651,,,,496603
SRR2239189,,,,15784548
ERR697880,,,,3113385
SRR13339165,,,,18853944
SRR2255626,,,,5230940
ERR1757698,,,,1504862
ERR1218461,,,,349165
SRR14213390,,,,14311294
SRR1872613,,,,460663
ERR1427210,,,,201395
ERR2723704,,,,113224
SRR17085050,,,,37131053
ERR999278,,,,122522
ERR1888508,,,,8364
SRR8928800,,,,592471
ERR871383,,,,1180717
ERR1757659,,,,712166
SRR15691856,,,,0
ERR1408798,,,,1281685
SRR7613111,,,,2236918
ERR1205348,,,,534612
ERR340692,,,,5823675
SRR11303185,,,,453812
ERR1427044,,,,335253
SRR11107232,,,,46132988
SRR14710789,,,,17023127
SRR9849263,,,474.0,17321668
ERR1216018,,,,687888
SRR3371422,,,,39986426
SRR14168550,,,,32287062
SRR17210886,,,,24890362
ERR1289926,,,,13070483
ERR1395880,,,,103496
SRR11302609,,,,468794
SRR2043046,,,,9169455
ERR1426957,,,,49999
ERR1374742,,,,1815
SRR9974566,,,,28452006
ERR1857942,,,,2570922
SRR11684025,,,,13706616
ERR1427171,,,,248017
SRR9906791,,,,28173661
ERR1426760,,,,2543731
ERR2723889,,,,350169
SRR5125766,,81.0,,14878638
ERR659779,,,,1636980
ERR1373459,,,,592514
DRR029942,,,,9466955
ERR959567,,,,39822
SRR10151765,,,,136915
SRR16574822,,,,24078963
SRR6237739,,,,13186255
SRR17282614,,,,16105865
ERR590772,,,,1959535
SRR10230310,,,,80292706
ERR1816531,,,,2108635
ERR2723411,,24.0,,485238
SRR7268948,,,,10373120
SRR16299556,,,,607051
SRR13780562,,,,21980257
ERR1099563,,,,382311
ERR1594710,,,,2456327
SRR6132687,,,,13390724
SRR6654312,,,,761559
SRR12201913,,,,29567684
SRR6654361,,,,583629
SRR11303059,,,,209391
SRR2735239,,,,34238495
ERR1215518,,,,484958
SRR835154,,,,2436165
ERR830333,,,,1868723
SRR11303129,,,,281153
SRR6655323,,,,238742
SRR14902686,,,,23564167
SRR10916822,,,,28588332
ERR959727,,,,2
SRR11213705,,,,28780397
ERR2723199,,,,231748
ERR10034070,,,,36399958
SRR14924003,,,,104527246
ERR2723238,,,,623692
SRR11926621,,,,32714567
SRR10151774,,,,2372058
ERR1757403,,,,1213292
SRR8587702,,,,28966602
SRR11213695,,1.0,,25715969
SRR13979085,,,,12312
ERR716858,,,,2018743
ERR958852,,,,68472
ERR271386,,,,357797
SRR1062425,,,,3554295
SRR3932210,,,,7858621
SRR11309038,,,,27142140
SRR14213393,,,,17669374
SRR11040637,,,,40072243
ERR853455,,,,725107
ERR2723507,,,,256792
SRR17879863,,,,34789406
SRR8530751,,,,40292039
ERR1218385,,,,725348
SRR9849199,2.0,,,22281863
ERR1757573,,,,1269352
SRR10753222,,,,1841693
ERR998112,,,,8998
ERR1427259,,,,214870
ERR959540,,,,68
SRR12661603,,,,21749712
ERR1124507,,,,661743
SRR6655347,,,,400007
ERR960731,,,,38
SRR6654936,,,,325420
SRR6468786,,,,1008597
ERR1816504,,,,1876203
ERR738275,,,,2389010
SRR14077616,2.0,,,20328140
SRR10151835,,,,127321
ERR1692604,,,,1257365
ERR1216623,,,,699270
SRR13234663,,,,27381874
ERR1204290,,,,335551
SRR9849219,18.0,,2.0,34632845
SRR578918,,,,563594
SRR1871999,,,,88617
ERR959635,,,,46214
ERR2723943,,,,241987
SRR3231290,,,,112932
ERR960357,,,,88
SRR13565167,,,,18000857
SRR6250122,,,,1048608
ERR1124613,,,,52000
ERR959151,,,,84437
SRR7468692,,,,6208514
SRR14573853,34.0,105.0,,60941258
ERR1205120,,,,122112
ERR999530,,,,882710
SRR13181590,,,,23349320
SRR11033814,,,,24578410
SRR2919460,,,,42837485
ERR925740,,,,1552655
SRR19661788,,,,1417080
SRR3381861,,,35.0,8374815
SRR10828006,3511.0,,,30552823
SRR5893050,,,,12518836
ERR2154691,,,,420583
ERR998171,,,,14963
SRR3381765,,,2126.0,7561980
ERR1374290,,,,732
ERR960972,,,,35
SRR12141839,,,,5031833
SRR8071440,,,,16773625
ERR780144,,,,1924944
SRR12070785,,,,7713775
ERR1475574,,,,547721
SRR11427397,,,,24287298
SRR12037477,,,,696722
SRR2968447,,,,5354247
SRR5593163,,,,27864644
SRR1872439,,,,23
ERR1888541,,,,1606
SRR16964677,,,,24528334
ERR1621677,,,,717386
SRR5320503,,,,30694139
SRR8503424,,,,29953720
ERR1692515,,,,1754327
SRR6020307,,,,2087412
SRR10070549,,,,324956
SRR11090054,,,,3140806
ERR492360,,,,1522156
SRR11777183,,,,252467711
SRR11427221,,,,27978510
SRR6469114,,,,1276351
ERR1215769,,,,4003
SRR1872669,,,,170028
ERR1889705,,,,352260
SRR959352,,,,3717571
ERR517935,,,,1467989
SRR2145847,,,,31436671
SRR7789520,,,,3264929
DRR224539,,,,78871393
SRR15626554,,,,35167118
SRR5086602,,,,34914292
SRR7119796,,,,12526504
SRR6661142,1.0,,,15803405
SRR3207412,,,,32517335
SRR9331659,,2.0,,24976764
SRR1554483,,,,634
SRR11186430,,,,10994540
SRR8928783,,,,19994968
SRR11303007,,,,436498
SRR3536536,,,,0
ERR959054,,,,65818
ERR959011,,,,167
SRR6020337,,,,627742
SRR10070802,,,,1102777
ERR1252058,,,,1181009
ERR2723766,,,,349550
ERR1426913,,,,158322
SRR2834954,,,22.0,3743790
ERR959851,,,,44858
ERR1621633,,,,779249
ERR573442,,,,2412832
SRR11303370,,,,769221
ERR1475754,,,,1246403
SRR13015605,,,,17983786
SRR6469504,,,,1669231
ERR1415165,,,,1016598
SRR7419817,,,,9266473
ERR1374785,,,,618
SRR16299417,,,,500334
SRR10126069,,,,422450
ERR1216034,,,,708491
SRR5921039,,75.0,,34039289
SRR17714690,42.0,,,21690554
ERR999323,,,,7495
SRR8244090,,,,19329387
SRR5379362,,,,21648892
ERR959760,,,,43656
SRR5086605,,,,43598624
SRR10129555,,,,22394156
ERR1374383,,,,347
ERR959327,,,,429967
ERR1204567,,,,541266
SRR8591751,,,,15824538
SRR12661900,,,,14865934
SRR10040123,,,,23629721
ERR582875,,,,17893
ERR1124746,,,,422810
SRR13074860,,,,555264
SRR8732848,,,,70705
SRR17600932,12.0,,,16314001
ERR1204359,,,,465720
ERR716785,,,,2107338
SRR22428448,,,,17020312
SRR12194868,,,,1480
SRR13015644,,,,26128932
SRR12037318,,,,537548
SRR8663321,,,,60451
ERR1415067,,,,705675
ERR1215743,,,,405814
SRR10836764,,,,7345818
SRR12661654,,,,13044945
SRR11874807,,,,5677472
ERR959612,,,,4223
ERR959470,,,,930
SRR22207161,,,,18571833
SRR6469201,,,,1101580
ERR998134,,,,809901
SRR6654433,,,,378548
SRR870795,,,,591111
SRR1569496,,,,16859102
ERR959314,,,,93851
SRR5975626,,,,23657857
SRR19671828,,,,13045227
ERR1888318,,,,141966
SRR5342774,,16.0,,44909829
SRR1872666,,,,108454
SRR5342768,41.0,,,28749357
SRR6654978,,,,342520
SRR6655085,,,,702679
ERR1857778,,,,645285
ERR1373422,,,,756930
SRR6250285,,,,768626
SRR15600957,,,,4370660
ERR780101,,,,1944472
ERR1821939,,,,2002679
ERR1730662,4.0,,,1821878
ERR1857986,,,,2259409
SRR12628234,,,,547
SRR13839977,,,,27212377
SRR12654016,,,,34052060
SRR11302521,,,,379280
SRR10126066,,,,451190
SRR11302991,,,,560332
ERR1216039,,,,550155
SRR11542098,,,,28899924
SRR13729832,,,,18653758
ERR1888417,,,,71996
SRR5810913,,,,571272
SRR11684030,,,,8734569
ERR1443977,,,,11465438
ERR1108758,,,,1868391
SRR17604958,,,,11215194
ERR1215596,,,,481082
SRR10044901,,,,58708659
SRR3932214,,,,7470133
ERR1252136,,,,1365641
ERR1889387,,,,74367
SRR6469544,,,,464354
ERR411479,,,,9488298
SRR18687231,,,,43878680
ERR596693,,,,1028196
ERR596685,,,,1139234
SRR10153637,,,,34139945
SRR13234636,,,,24045883
SRR870893,,,,1267258
SRR5810726,,,,1238194
SRR10117578,,,,31813903
SRR14867549,,,,23128842
ERR1124772,,,,477798
ERR1730511,,,,1661214
ERR1857734,,,,2184927
SRR10151610,,,,922431
SRR12712222,,,,48569236
SRR8591741,,,,13421913
SRR11873955,,,,40589314
ERR1889013,,,,7363
ERR2723613,,,,116955
ERR689880,,,,2341247
SRR1872060,,,,278267
SRR11785624,,,,9914948
SRR7061296,,,,51222218
ERR1373731,,,,462358
SRR11186445,,,,55872147
ERR1888621,,,,1649636
SRR6469396,,,,1860684
SRR9849257,,,,26008491
SRR9850672,,,,2346156
SRR12023708,,,,18853862
SRR3169300,,,6.0,32727612
SRR10974057,,,,3191390
SRR14217621,,,,27774706
ERR1620456,,,,396235
ERR1107877,,,,2150896
ERR1373646,,,,489416
SRR13015613,,,,18445008
SRR2750981,,,,40660635
SRR6655204,,,,668612
SRR10199499,,18.0,,17269652
SRR11302393,,,,327829
SRR6416909,,,,9753423
ERR1215688,,,,363739
SRR9067640,,10.0,,22680473
SRR7699094,,,,13363178
ERR1373616,,,,966867
SRR3166952,,,,201674
SRR1062322,,,,678667
SRR16298933,,,,488340
SRR7883086,,2.0,,7365444
SRR5044685,,,,11276265
SRR1062255,,,,3576057
ERR1857717,,,,970911
SRR6654355,,,,84711
SRR20002709,,,,27410183
SRR3179609,,,,14781366
SRR997331,,,,1180009
SRR11777185,,,,72922834
SRR10887540,,,,480270
ERR1706515,2.0,,,4728008
SRR13729835,,,,23362289
SRR6814895,,,,12664827
ERR1374511,,,,2899
ERR271389,,,,10883886
SRR6825145,,8.0,,14010447
ERR871592,,,,14728
SRR14075699,2.0,260.0,,20923607
SRR10151929,,,,265870
ERR1594693,6.0,,,4142682
SRR6469671,,,,1490005
SRR5113021,,,,6965697
ERR1888348,,,,717759
ERR517854,,,,2687602
SRR10151691,,,,3088714
ERR999246,,,,438873
ERR1204235,,,,808997
ERR853489,,,,845735
ERR1407704,,,,15964
SRR10126208,,,,471974
SRR7268800,,,,9357615
ERR667502,,,,1358941
SRR11427245,,,,34685277
SRR6654986,,,,407063
ERR1889412,,,,233234
ERR1099548,,,,959472
SRR8305652,,,,290506
ERR1069114,,,,1146483
ERR1396856,,,,98675
SRR7268823,,,,9729265
SRR11917480,,,,19928068
SRR18220754,,,,7842811
SRR1732702,,,,5925354
ERR716794,,,,1805273
SRR10151719,,,,969327
ERR1373488,,,,649462
ERR1891679,,,,5464940
SRR6654565,,,,85718
ERR2723617,,,,28904
SRR17386277,,16.0,24.0,20543821
SRR3228714,,,,12277941
SRR6469407,,,,1696369
ERR2723949,,,,256825
SRR6921816,,186.0,,20243456
ERR667526,,,,1440544
SRR18053117,,,,36549177
SRR1005530,,,,14013338
ERR1374429,,,,665
ERR1374678,,,,1087
SRR13789079,,,,46968401
SRR18516703,,,,2901729
SRR13565184,,,,23391599
SRR10204645,,,,55656674
ERR2154687,,,,147056
SRR7662112,,,,446511
SRR20001193,,,,0
SRR5378564,,,,12246993
SRR13759088,,,,18333781
SRR17630953,,,,21762896
ERR1594703,,,,2870097
SRR9875021,,,,8343906
SRR19897792,,66.0,237.0,20669319
SRR14573851,2.0,28.0,,63453300
ERR9787505,,,,28108536
SRR5921057,,,6.0,37706628
ERR1757391,,,,1817431
ERR7131159,,,,9555848
SRR14139668,,,,22278861
ERR1215821,,,,439526
SRR11563227,,,,16370953
ERR1415450,,,,1040548
SRR4124038,,,,18285144
SRR10887438,,,,828281
SRR6654271,,,,662486
SRR6469065,,,,409137
ERR1099559,,,,610346
SRR8106413,,,,237330
SRR7749219,,,,2150163
ERR1216721,,,,438858
ERR1216639,,,,791289
SRR6469508,,,,1883230
SRR8244071,,,,16087612
SRR6298096,,22.0,,21581811
SRR6469408,,,,1652963
ERR1427365,,,,146139
SRR1731761,,,,10796952
SRR5931547,,,,645218
ERR1373572,,,,544914
SRR8928816,,,,1221489
ERR1204289,,,,468745
SRR6655028,,,,426442
SRR11926622,1.0,,,25455454
SRR11926641,143.0,,9.0,38828012
SRR10126206,,,,319211
SRR11185426,,,,24180797
SRR8883883,,,,478445
SRR19671822,,,,12241624
SRR11610424,,12.0,,21505243
SRR7292749,,,,30171048
SRR13181551,,,,20957066
ERR998404,,,,578258
ERR1215772,,,,319934
DRR189396,,1.0,35.0,120224794
ERR1122670,,,,595436
ERR1692444,,,,1494317
ERR1414965,,,,519600
SRR17714708,58.0,,,18492259
SRR19892908,,,,22333929
ERR1857611,,,,2712343
SRR4026146,,,,37081610
SRR6908727,,,,137137
SRR9962811,2.0,,,27176386
SRR16195450,,,,9893460
ERR1620527,,,,18
ERR2154777,,,,1098408
ERR1407630,,,,1035931
ERR2723467,,,,679143
SRR9198672,,,,624774
SRR6468783,,,,887575
ERR1099443,,,,690124
ERR1888146,,,,68888
SRR9198898,,,,994745
ERR1204404,,,,429490
ERR853687,,,,1021415
SRR10010354,,,,11366840
SRR14923964,,,,41208396
ERR594430,,,,13637558
ERR2723616,,,,66
ERR999536,,,,41874
SRR12474625,,,,16255785
ERR1415369,,,,715380
SRR10060617,,236.0,,23910774
SRR13970402,2.0,,,56206993
ERR959365,,,,11964
ERR1889041,,,,121542
SRR13039585,,,,34125063
SRR8135949,,,,5037759
SRR10321298,,,,8458940
ERR1442889,,,,1356000
ERR1205391,,,,7239
SRR8706245,,,,9467291
ERR1889544,,,,54505
SRR042434,,,,2250116
SRR11856745,,,,8341894
ERR1397063,,,,1866009
SRR12661589,,,,23438244
SRR1062295,,,,3090825
ERR1251924,,,,1399254
SRR11302309,,,,267781
SRR6468923,,,,942266
SRR7896796,,,,17360196
SRR6250148,,,,561446
ERR1099459,,,,297643
SRR3228702,,,,8917654
SRR9962803,,,,14656142
SRR8787804,,,,252081
SRR17691941,,,,18627273
ERR959182,,,,108239
ERR1821485,,,,1792127
SRR14217592,,,,10968871
SRR1872344,,,,341996
SRR10151944,,,,1226771
SRR18181454,,,2.0,4098468
ERR4140030,,,,26363559
ERR737758,,,,2116736
ERR657536,,,,1841005
ERR999201,,,,867658
SRR8106522,,,,721666
ERR659892,,,,1435091
ERR1889398,,,,333487
ERR1888597,,,,59299
SRR5270236,,,,37382408
SRR13777262,,,,34364734
SRR10151729,,,,1146555
SRR10321290,,,,68406
ERR1122709,,,,782403
ERR2723434,,,,1144506
ERR697971,,,,2646060
SRR8106347,,,,324681
SRR2751030,,,,38523032
SRR6249989,,,,327517
ERR1408784,,,,99388
ERR1215539,,,,461797
SRR5593162,,,,11300808
ERR2154742,,,,488758
ERR999213,,,,424940
DRR224540,,,,86516583
ERR1124780,,,,224817
ERR2865436,,,,16274914
SRR10836765,,,,7121410
ERR1205288,,,,4840
SRR6324383,,,,22743793
SRR3231320,,,,1842
SRR14703472,,,,2153931
ERR2724016,,,,90171
ERR999308,,,,6574
ERR1414873,,,,795314
ERR1692447,,,,1550471
SRR5931500,,,,8008757
SRR5382061,,,,14078905
SRR1531483,,,,15110489
SRR10393516,,,,156613
SRR16299278,,,,65120
SRR1609742,,14.0,,14904664
SRR8787786,,,,620782
SRR19831099,,,,36797765
ERR1620582,,,,469914
ERR1888131,,,,209649
ERR1374655,,,,2050
SRR12436827,,,,15948598
ERR830309,,,,1618410
ERR1215870,,,,405008
ERR1888833,,,,148137
ERR959655,,,,5268
ERR999284,,,,8338
ERR949676,,,,1178194
ERR667573,,,,2327186
SRR1565810,,8.0,,52563748
SRR11302556,,,,335425
ERR670984,,,,3360441
ERR1730544,,,,1510898
ERR1374591,,,,2471
ERR1215864,,,,405845
ERR738266,,,,2716915
SRR12170582,,,,31019052
ERR959275,,,,189683
SRR5520644,,,,27424625
SRR13697039,,,,9368440
ERR1816566,,,,1961566
ERR1124676,,,,139994
SRR11016367,,,,71943517
SRR10070574,,,,1399538
ERR1216652,,,,564421
SRR633549,,,,10882768
SRR1062209,,,,3383002
ERR1858124,,,,2486142
SRR1062355,,,,3216522
ERR1475570,,,,1032128
ERR960236,,,,17221
ERR1821697,,,,2064406
ERR958976,,,,7023
ERR1431999,,,,2430085
SRR6654748,,,,272330
SRR1872507,,,,230810
ERR1216503,,,,582409
ERR2862351,,,,47798129
SRR14722567,,,,15139473
SRR19661793,,,,3472479
SRR21429713,,,,18540107
ERR958990,,,,103994
SRR7041788,,,,34481147
ERR1888722,,,,1062
SRR1872001,,,,251330
ERR1395831,,,,459806
SRR12371370,,,,24630911
ERR1821757,,,,2037416
SRR1524249,,4.0,,27365906
ERR949666,,,,1833045
ERR1891692,,,,4474996
SRR10117518,,,,23698762
SRR10126214,,,,266819
SRR9198966,,,,495097
SRR12774384,,,,253094321
SRR8928774,,,,14555057
SRR13115038,,,,9422217
ERR1374657,,,,362
SRR5810766,,,,925790
ERR1427351,,,,264021
ERR1821706,,,,1879640
ERR960462,,,,723
SRR9198654,,,,632942
SRR22747841,,98.0,,19799691
SRR19846951,,,,22948720
SRR592699,,,,13890470
ERR1730639,,,,656309
SRR1062727,,,,3484035
ERR1124565,,,,929635
SRR8106431,,,,959947
ERR271380,,,,1042574
ERR1396943,,,,59319
ERR659927,,,,1593238
ERR716904,,,,1910963
SRR7236660,,,,186357
ERR960401,,,,803
SRR2043035,,,,3555183
ERR1888657,,,,541096
ERR1757439,,,,854516
SRR11554206,,,,29374983
ERR737763,,,,39339
SRR11303135,,,,248296
SRR12436824,,,,21700433
SRR9199029,,,,430173
ERR659877,,,,1484549
ERR1395918,,,,1366487
ERR959825,,,,17792
SRR7061293,,,,63373537
SRR5017070,,,,5254015
SRR13211995,,118.0,,16565659
SRR12672472,,,,21004280
ERR2723329,,,,328768
SRR6039674,,1299.0,,21755682
ERR1415139,,,,530520
SRR13388654,,71.0,,71814283
SRR17219907,,,,1075988
ERR1427007,,,,346705
SRR11303028,,,,132383
ERR667500,,,,1186100
ERR1426899,,,,204855
SRR10204637,,,,57826162
SRR5378558,,,,16819947
ERR659990,,,,2593369
SRR3083716,,,,28606749
ERR853758,,,,692218
ERR1889476,,,,183964
SRR6654557,,,,55511
SRR1872020,,,,101739
SRR5004952,,,,68037076
SRR12037387,,,,628533
SRR10753226,,,,1334106
SRR3231318,,,,1612
ERR853600,,,,999804
ERR1125027,,,,1366364
ERR1757580,,,,1249666
SRR870762,,,,1505555
ERR1757499,,,,1181382
ERR1204562,,,,736590
ERR871605,,,,22772
ERR1204295,,,,537860
ERR1205115,,,,159120
SRR7268974,,,,5700128
SRR11039785,,,,12608821
SRR17624608,,,,22807681
SRR13388661,,,,79583559
ERR1757634,2.0,,,881818
ERR667496,,,,1340044
